	issue	user_login	created_at	author_association	comment
16	48	hmrm	2014-06-10 23:28:42	CONTRIBUTOR	"Done!
"
17	53	asm89	2014-06-11 01:53:40	CONTRIBUTOR	"I signed the CLA with the same mail address used in the commit. I guess that works?
"
18	52	proppy	2014-06-11 01:55:28	CONTRIBUTOR	"Thanks for the fix, can you sign the CLA as described in https://github.com/GoogleCloudPlatform/kubernetes/blob/master/CONTRIB.md ?
"
19	44	proppy	2014-06-11 01:56:03	CONTRIBUTOR	"Thanks for the fix, can you sign the CLA as described in https://github.com/GoogleCloudPlatform/kubernetes/blob/master/CONTRIB.md ?
"
20	53	lavalamp	2014-06-11 03:09:27	MEMBER	"Thanks for the fix!
"
21	48	lavalamp	2014-06-11 03:10:46	MEMBER	"Thanks!
"
22	54	lavalamp	2014-06-11 03:13:47	MEMBER	"Thank you for this fix! Can you please sign a CLA so we can accept it? Instructions are in CONTRIB.md. Thanks!
"
23	55	jkassemi	2014-06-11 05:08:01	NONE	"Woot - n/m already corrected elsewhere. 
"
24	56	proppy	2014-06-11 05:39:01	CONTRIBUTOR	"Looks like a duplicate of #52 
"
25	56	inthecloud247	2014-06-11 05:41:59	NONE	"lol gotta sign the CLA to merge the change? 
"
26	52	inthecloud247	2014-06-11 05:42:46	NONE	"sign and fax it in? :-)
"
27	56	proppy	2014-06-11 05:44:26	CONTRIBUTOR	"Yes, whoever sign first: gets merged :)
"
28	57	proppy	2014-06-11 05:46:42	CONTRIBUTOR	"/cc @bgrant0607 
"
29	56	inthecloud247	2014-06-11 05:50:56	NONE	"Will this suffice?

June 10, 2014
I hereby grant Google Inc. a perpetual worldwide license for my proprietary, patented implementation of the word update. 

Sincerely,
-John Albietz
"
30	56	proppy	2014-06-11 05:52:56	CONTRIBUTOR	"@inthecloud247 unfortunately no, our lawyers insist on every contributions (even small documentation update) to go through:
https://github.com/GoogleCloudPlatform/kubernetes/blob/master/CONTRIB.md
"
31	52	adnanh	2014-06-11 05:56:43	CONTRIBUTOR	"Signed it electronically, says it will be processed shortly?
"
32	56	inthecloud247	2014-06-11 06:01:39	NONE	"so that probably also means that you can't go and fix it yourself now, since that would possibly mean that you're incorporating proprietary code into your project. a pickle.
"
33	56	adnanh	2014-06-11 06:04:28	CONTRIBUTOR	"Lol, what a mess we've made.
"
34	52	proppy	2014-06-11 06:04:49	CONTRIBUTOR	"@adnanh yes, it's already processed, now we just need a maintainer to press the merge button :)
"
35	52	adnanh	2014-06-11 06:05:12	CONTRIBUTOR	"Excellent. :-)
"
36	56	inthecloud247	2014-06-11 06:05:17	NONE	"how about if I branch out upstream, re-implement (in a clean room), then patch back in?
"
37	56	proppy	2014-06-11 06:06:20	CONTRIBUTOR	"@inthecloud247 you'd have to reverse engineer the typo first.
"
38	19	monnand	2014-06-11 06:07:14	CONTRIBUTOR	"I have some questions just out of curious:
- Does it mean that salt will not be used in the future?
- About kubenetes docker containers, does it only contain compiled binary files, or contain source code? More precisely, are you going to put build process into the Dockerfile?

Thank you!
"
39	57	usarid	2014-06-11 06:21:52	CONTRIBUTOR	"I also accepted (electronically) the CLA. ""Thank you.  Your CLA submission will be processed shortly.""
"
40	54	klrkdekira	2014-06-11 06:31:16	NONE	"Hi, I've signed it electronically :)
"
41	60	travisby	2014-06-11 12:23:22	CONTRIBUTOR	"Hello,

I took a look at CONTRIB.MD, and have signed the CLA.  I noticed that normally an issue should be filed before a pull request, but I had a feeling something like this would be just as easy to commit :P
"
42	60	brendandburns	2014-06-11 14:03:03	CONTRIBUTOR	"Thanks for the fix!
"
43	52	jbeda	2014-06-11 16:19:38	CONTRIBUTOR	"Thanks for the fix.  Merging.
"
44	61	proppy	2014-06-11 16:21:57	CONTRIBUTOR	"Looks like a duplicate of #52
"
45	54	proppy	2014-06-11 16:22:56	CONTRIBUTOR	"Looks like a duplicate of #52
"
46	61	stvnrhodes	2014-06-11 16:23:28	NONE	"Okay, discarding
"
47	54	jbeda	2014-06-11 16:23:41	CONTRIBUTOR	"Thanks for the fix.  Already merged another patch with to fix my typo.  Please keep playing with Kubernetes and let us know what you think.
"
48	56	jbeda	2014-06-11 16:25:06	CONTRIBUTOR	"Moot point now as another PR has been merged to fix my stupid typo.  Thanks for helping out though.

Keep playing with Kubernetes and let us know what you think.
"
49	61	jbeda	2014-06-11 16:25:41	CONTRIBUTOR	"Thanks for helping out though!  Please keep playing with Kubernetes and let us know what you think.
"
50	19	jbeda	2014-06-11 17:24:17	CONTRIBUTOR	"@monnand I imagine that we will continue to use salt to bootstrap stuff.  But we'll be able to reduce some of the more complex salt config.

For example, we currently ship and compile the source everywhere where it is run.  If we start building docker images, we can precompile the binaries before they are run.

I'm thinking that we'll follow the example of Docker itself and do the build process in docker containers.  This, with boot2docker, could lead to a good dev flow for Mac OS X.
"
51	62	lavalamp	2014-06-11 18:42:35	MEMBER	"@brendandburns, any reason not to add source for those directly to the guestbook directory?
"
52	50	lavalamp	2014-06-11 18:55:26	MEMBER	"I'll take a look.
"
53	57	bgrant0607	2014-06-11 19:07:03	MEMBER	"LGTM. Thanks
"
54	62	brendandburns	2014-06-11 19:37:41	CONTRIBUTOR	"See:

https://github.com/GoogleCloudPlatform/kubernetes/pull/63
"
55	19	monnand	2014-06-11 20:48:12	CONTRIBUTOR	"@jbeda Thank you!

You also mentioned that kubelet should not run under the docker. Is it for technical reason, or other? I do not see any technical difficulties to run kubelet in docker. Or did I miss something?
"
56	19	jbeda	2014-06-11 22:01:13	CONTRIBUTOR	"We may be able to run the kubelet under docker, but most likely we'll want it to have a whole machine view and expanded privs.  Running it under a cgroup container is totally doable.  namespaces?  I'm not so sure if we can make that happen.

Another way of looking at this is that I think of the kubelet as operating at the same level as Docker itself (and perhaps merging with Docker at some point?) and so it should run outside of Docker.
"
57	65	jbeda	2014-06-11 22:18:54	CONTRIBUTOR	"Thanks for reading the fine print @inthecloud247.  Let me clear this with our lawyers and figure out the what they think the right thing to do here is.
"
58	65	inthecloud247	2014-06-11 22:37:09	NONE	"@bcantrill from @Joyent just wrote a great post discussing node.js removing
their CLA requirement:
http://dtrace.org/blogs/bmc/2014/06/11/broadening-nodejs/

http://www.infoworld.com/t/javascript/joyent-makes-it-easier-contribute-code-nodejs-244152

I'm heavily involved in both Saltstack and Docker, and I definitely want to get involved in your project here, but the CLA definitely has a chilling effect.

If you need to stick with the CLA route, why not use the standard Apache CLA: http://www.apache.org/licenses/icla.txt ?
"
59	50	drewcsillag	2014-06-11 22:50:36	CONTRIBUTOR	"+1 for this -- especially in script form rather than a go executable.
"
60	19	monnand	2014-06-11 23:03:35	CONTRIBUTOR	"@jbeda Correct me if I'm wrong. (I'm not saying that kubelet should run inside a docker container. I'm just trying to see what are the technical difficulties here.)

As far as I know, kubelet only needs to communicate with docker through docker remote api, which is either trhough a unix socket or a remote IP/port pair. Does it need to read/write cgroup's filesystem? In either case, it seems that we could mount the /var/run onto the container and run kubelet inside that containers.

We are currently doing this in [cadvisor](http://github.com/google/cadvisor), which runs inside a docker container but can communicate with docker daemon and read information from the cgroup filesystem. The container could still run inside its own namespace, but communicate with docker daemon through the mounted volume. We use the following command to run cadvisor inside a docker container:

```
sudo docker run \
  --volume=/var/run:/var/run:rw \
  --volume=/sys/fs/cgroup/:/sys/fs/cgroup:ro \
  --volume=/var/lib/docker/:/var/lib/docker:ro \
  --publish=8080:8080 \
  --detach=true \
  google/cadvisor
```
"
61	64	jbeda	2014-06-11 23:12:40	CONTRIBUTOR	"Yeah -- I'd love to see this happen.  Metadata is from API->VM, not the other way around though.  GCS would be good but we'd have to give GCS write permissions to the master node -- something we don't do right now.

Another option would be to generate the cert on the client as the cluster is launched but that'd mean you'd have to have openssl installed.  Looks like it is pre-installed on OSX so perhaps this is doable.  We'd probably put the private cert in the metadata for the master.  Or we could ssh in and push it after the cluster is booted.  Not as big a fan of that.
"
62	68	jbeda	2014-06-11 23:26:08	CONTRIBUTOR	"Good catch!

Can we perhaps move this into the e2e-test script instead?  I don't want to open up more ports than necessary for the regular non-test bring up.

Also, we'll need you to sign our ""Contributor Licensing Agreement"" to accept this.  Lawyers.  See CONTRIB.md.
"
63	19	jbeda	2014-06-11 23:33:06	CONTRIBUTOR	"@monnand Nice!  We should try and make that work.  

One thing I worry about is things like driving iptables rules.  To solve #15 we'll have to be able to either muck with iptable rules or get a new networking mode into Docker proper.
"
64	65	jbeda	2014-06-11 23:40:53	CONTRIBUTOR	"@inthecloud247 I'll point this stuff out to the Google Open Source team.  I totally hear what you are saying.

As for modifying the LICENSE file, our lawyer got back to us on this:

> The apache license is just giving an example.  The license itself
> should be left unmodified. Modifying the example text in it will simply cause our LICENSE file to
> not be recognized as Apache by a large number of license file identifiers out there. There is no benefit or reason to do this.

Based on advice of counsel I'm going to pass on this PR.  Thanks for the interest though.  I'll follow up on the CLA.
"
65	19	brendanburns	2014-06-11 23:49:19	CONTRIBUTOR	"There was just a discussion of this in the plumbers meeting.  The union bay
networks folks want the ability to muck with the network from a container
too.

Brendan
On Jun 11, 2014 4:33 PM, ""Joe Beda"" notifications@github.com wrote:

> @monnand https://github.com/monnand Nice! We should try and make that
> work.
> 
> One thing I worry about is things like driving iptables rules. To solve
> #15 https://github.com/GoogleCloudPlatform/kubernetes/issues/15 we'll
> have to be able to either muck with iptable rules or get a new networking
> mode into Docker proper.
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/GoogleCloudPlatform/kubernetes/issues/19#issuecomment-45813777
> .
"
66	64	brendanburns	2014-06-11 23:51:11	CONTRIBUTOR	"We already generate the htpasswd file locally, so we could just follow that
pattern.

Brendan
On Jun 11, 2014 4:12 PM, ""Joe Beda"" notifications@github.com wrote:

> Yeah -- I'd love to see this happen. Metadata is from API->VM, not the
> other way around though. GCS would be good but we'd have to give GCS write
> permissions to the master node -- something we don't do right now.
> 
> Another option would be to generate the cert on the client as the cluster
> is launched but that'd mean you'd have to have openssl installed. Looks
> like it is pre-installed on OSX so perhaps this is doable. We'd probably
> put the private cert in the metadata for the master. Or we could ssh in and
> push it after the cluster is booted. Not as big a fan of that.
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/GoogleCloudPlatform/kubernetes/issues/64#issuecomment-45812294
> .
"
67	64	jbeda	2014-06-11 23:57:54	CONTRIBUTOR	"@brendanburns Generating the cert locally and putting it in metadata would work, but we'd start putting sensitive key material in metadata.  The htpasswd stuff is hashed and so it isn't sensitive.  The metadata for the instance is readable by anyone with API read access after launch.  Perhaps this is okay...
"
68	64	mmdriley	2014-06-12 00:04:11	CONTRIBUTOR	"As Joe says, htpasswd is less sensitive than the server's SSL private key. Having it available to all project readers still isn't great, but at least it's a salted hash of a strong password.

Metadata would be secure enough to ship around the certificate fingerprint or public key, but not the private key.
"
69	64	jbeda	2014-06-12 00:06:00	CONTRIBUTOR	"That being said, it is strictly better than just trusting any ol key.
"
70	68	danielnorberg	2014-06-12 00:10:01	CONTRIBUTOR	"Sure, i'll move it into e2e-test.sh.

I've submitted a CLA electronically. 
"
71	68	brendandburns	2014-06-12 00:47:44	CONTRIBUTOR	"Merged, thanks!

--brendan
"
72	69	brendandburns	2014-06-12 01:01:36	CONTRIBUTOR	"build/unit test/integration test/e2e test/ all pass.
"
73	65	inthecloud247	2014-06-12 01:13:03	NONE	"uh... so from the apache license docs, that really seems incorrect. :-)
check out the way the docker team did it:
https://github.com/dotcloud/docker/blob/master/LICENSE

_http://httpd.apache.org/docs/2.0/license.html
http://httpd.apache.org/docs/2.0/license.html_

To apply the Apache License to your work, attach the following boilerplate
notice, with the fields enclosed by brackets ""[]"" replaced with your own
identifying information. _(Don't include the brackets!)_

John Albietz
m: 516-592-2372
e: inthecloud247@gmail.com
l'in: linkedin.com/in/ydavid

On Wed, Jun 11, 2014 at 4:55 PM, Joe Beda notifications@github.com wrote:

> Closed #65 https://github.com/GoogleCloudPlatform/kubernetes/pull/65.
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/GoogleCloudPlatform/kubernetes/pull/65#event-130507323
> .
"
74	65	brendandburns	2014-06-12 01:40:50	CONTRIBUTOR	"If you look at the individual source files that's what we did.  As I
understand the advice from counsel, they believe the license file should be
included verbatim.

Brendan
On Jun 11, 2014 6:13 PM, ""John Albietz"" notifications@github.com wrote:

> uh... so from the apache license docs, that really seems incorrect. :-)
> check out the way the docker team did it:
> https://github.com/dotcloud/docker/blob/master/LICENSE
> 
> _http://httpd.apache.org/docs/2.0/license.html
> http://httpd.apache.org/docs/2.0/license.html_
> 
> To apply the Apache License to your work, attach the following boilerplate
> notice, with the fields enclosed by brackets ""[]"" replaced with your own
> identifying information. _(Don't include the brackets!)_
> 
> John Albietz
> m: 516-592-2372
> e: inthecloud247@gmail.com
> l'in: linkedin.com/in/ydavid
> 
> On Wed, Jun 11, 2014 at 4:55 PM, Joe Beda notifications@github.com
> wrote:
> 
> > Closed #65 https://github.com/GoogleCloudPlatform/kubernetes/pull/65.
> > 
> > —
> > Reply to this email directly or view it on GitHub
> > <
> > https://github.com/GoogleCloudPlatform/kubernetes/pull/65#event-130507323>
> > 
> > .
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/GoogleCloudPlatform/kubernetes/pull/65#issuecomment-45819700
> .
"
75	65	dberlin	2014-06-12 02:52:56	NONE	"As Brendan says, what the license says to do is actually quite clear (and you are welcome to ask the ASF, they will tell you the same :P):

""To apply the Apache License to your work, attach the following boilerplate notice, with the fields enclosed by brackets ""[]"" replaced with your own identifying information. (Don't include the brackets!) The text should be enclosed in the appropriate comment syntax for the file format. ""

IE The license says to attach the notice to the source file, replacing the [] with your own info,  _not_ modify the Apache LICENSE.

You can see what the ASF has done for years, which is exactly to leave the _LICENSE_ alone, and modify the source files, here:

http://svn.apache.org/repos/asf/httpd/httpd/trunk/LICENSE (note the LICENSE is included verbatim).
http://svn.apache.org/repos/asf/hive/trunk/LICENSE
http://svn.apache.org/repos/asf/cassandra/trunk/LICENSE.txt
etc
"
76	65	dberlin	2014-06-12 02:57:17	NONE	"@inthecloud247 Google's CLA is identical to Apache's CLA already. There used to be differences in the corporate versions, but even those don't exist any longer.

The only wording differences between the two should be the textual replacement of ""The Foundation"" with ""Google"".
"
77	72	lavalamp	2014-06-12 05:28:58	MEMBER	"PTAL
"
78	72	brendandburns	2014-06-12 05:36:21	CONTRIBUTOR	"LGTM, but looks like it needs a rebase before I can merge it cleanly.
"
79	72	lavalamp	2014-06-12 16:35:57	MEMBER	"Rebased.
"
80	76	brendandburns	2014-06-12 18:21:46	CONTRIBUTOR	"Thanks for the PR.  Have you signed our CLA?  Instructions are in CONTRIB.md.

(also, this needs to be rebased)

Thanks again!
--brendan
"
81	73	jbeda	2014-06-12 18:38:12	CONTRIBUTOR	"Thanks for this PR.  The new flags are going to land at some point, but the version isn't known yet.  I have another PR to fix up with the known good version but I'm going to switch back to our non-prerelease tool (`gcutil`) in a future PR.

I'm accepting this in spirit but will push the right fix in quickly to stop breakage.  Thanks!
"
82	73	proppy	2014-06-12 18:41:20	CONTRIBUTOR	"FYI, the PR @jbeda is referring to is #78 
"
83	62	brendandburns	2014-06-12 18:41:45	CONTRIBUTOR	"This has been submitted.
"
84	6	brendandburns	2014-06-12 18:42:16	CONTRIBUTOR	"This is now fixed.
"
85	19	vmarmol	2014-06-12 19:50:43	CONTRIBUTOR	"Today you should be able to get the host's network. +1 to @brendanburns's comment.
"
86	19	proppy	2014-06-12 19:54:14	CONTRIBUTOR	"yes `--net host` should do the trick.

Another interesting thing to do is `-v /var/run/docker.sock:/var/run/docker.sock` to access the docker daemon from the container. (or just having the docker daemon listen on localhost w/ `--net host`)
"
87	79	proppy	2014-06-12 20:02:41	CONTRIBUTOR	"Note that if you need custom marshaling for type you can implement the http://golang.org/pkg/encoding/json/#Marshaler interface
"
88	81	danielnorberg	2014-06-12 20:23:52	CONTRIBUTOR	":+1:
"
89	81	lavalamp	2014-06-12 20:24:57	MEMBER	"Whoops, thanks for catching!
"
90	82	brendandburns	2014-06-12 20:37:06	CONTRIBUTOR	"Thanks!
"
91	85	lavalamp	2014-06-12 21:14:49	MEMBER	"Thanks! But needs rebase/merge.
"
92	85	danielnorberg	2014-06-12 21:15:52	CONTRIBUTOR	"This has already been fixed: https://github.com/GoogleCloudPlatform/kubernetes/commit/75957dc5b9cea2a0fa5170851051cbf328aa21cb
"
93	85	proppy	2014-06-12 21:17:12	CONTRIBUTOR	"Yes, duplicate of #82
"
94	84	proppy	2014-06-12 21:17:48	CONTRIBUTOR	"rebased
"
95	85	lavalamp	2014-06-12 21:20:38	MEMBER	"Explains why it wasn't happening to me :)
"
96	85	proppy	2014-06-12 21:23:21	CONTRIBUTOR	"@lavalamp your go tool chain is drunk
"
97	83	lavalamp	2014-06-12 21:29:49	MEMBER	"Looks like a few additional changes are needed before travis will build?
"
98	79	lavalamp	2014-06-12 22:29:47	MEMBER	"I've fixed the json parsing. Still working on yaml parsing.
"
99	79	lavalamp	2014-06-12 23:54:46	MEMBER	"OK. This works and is ready to be merged.
"
100	76	gleamglom	2014-06-13 01:10:32	NONE	"I've signed the CLA and rebased!
"
101	67	lavalamp	2014-06-13 02:59:44	MEMBER	"I think #79 fixes this. We now support yaml input and catch syntax errors.
"
102	50	lavalamp	2014-06-13 03:02:50	MEMBER	"@drewcsillag, what exactly do you mean by ""script form""? Were you thinking of something like a version of cloudcfg that can be run without needing to have started up a daemon first? 
"
103	8	lavalamp	2014-06-13 03:04:46	MEMBER	"This seems like a good excuse to make cloudcfg list pods return more info about the status of containers. Then we could poll that instead of waiting 2 minutes.
"
104	76	lavalamp	2014-06-13 03:10:46	MEMBER	"This is a great PR, but it looks like we didn't merge fast enough and it needs another rebase.
"
105	86	lavalamp	2014-06-13 03:58:20	MEMBER	"Thanks for doing this!
"
106	76	jerome22	2014-06-13 08:33:40	NONE	"$ ./output/go/cloudcfg
usage: cloudcfg -h <host> [-c config/file.json] [-p <hostPort>:<containerPort>,..., <hostPort-n>:<containerPort-n>] <method> <methodArgs>

  Kubernetes REST API:
  cloudcfg [OPTIONS] get|list|create|delete|update <url>

  Run an image:
  cloudcfg [OPTIONS] run <image> <replicas> <name>

  Manage replication controllers:
  cloudcfg [OPTIONS] stop|rm|rollingupdate <controller>

  Options:
  -auth=""/Users/tlow/.kubernetes_auth"": Path to the auth info file.  If missing, prompt the user
  -c="""": Path to the config file.
  -h="""": The host to connect to.
  -json=false: If true, print raw JSON for responses
  -l="""": Label query to use for listing
  -p="""": The port spec, comma-separated list of <external>:<internal>,...
  -s=-1: If positive, create and run a corresponding service on this port, only used with 'run'
  -u=1m0s: Update interarrival period
  -v=false: Print the version number.
  -yaml=false: If true, print raw YAML for responses

$ ./output/go/cloudcfg rollingupdate
2014/06/12 11:13:18 usage: cloudcfg [OPTIONS] stop|rm|rollingupdate <controller>
$ ./output/go/cloudcfg get
2014/06/12 11:13:22 usage: cloudcfg [OPTIONS] get|list|create|update|delete <url>
$ ./output/go/cloudcfg run
2014/06/12 11:13:25 usage: cloudcfg [OPTIONS] run <image> <replicas> <name>
"
107	76	gleamglom	2014-06-13 17:35:49	NONE	"I find it useful that `./cloudcfg run` returns the expected number of arguments and what they mean. Otherwise, users have to go back to source to figure out that 3 arguments are required.

Updated messages:

```
$ ./output/go/cloudcfg
usage: cloudcfg -h [-c config/file.json] [-p :,..., :]

  Kubernetes REST API:
  cloudcfg [OPTIONS] get|list|create|delete|update <url>

  Manage replication controllers:
  cloudcfg [OPTIONS] stop|rm|rollingupdate <controller>
  cloudcfg [OPTIONS] run <image> <replicas> <controller>
  cloudcfg [OPTIONS] resize <controller> <replicas>

  Options:
  -auth=""~/.kubernetes_auth"": Path to the auth info file.  If missing, prompt the user.  Only used if doing https.
  -c="""": Path to the config file.
  -h="""": The host to connect to.
  -json=false: If true, print raw JSON for responses
  -l="""": Label query to use for listing
  -p="""": The port spec, comma-separated list of <external>:<internal>,...
  -s=-1: If positive, create and run a corresponding service on this port, only used with 'run'
  -u=1m0s: Update interarrival period
  -v=false: Print the version number.
  -yaml=false: If true, print raw YAML for responses
$ ./output/go/cloudcfg rollingupdate
2014/06/13 10:37:59 usage: cloudcfg [OPTIONS] stop|rm|rollingupdate <controller>
$ ./output/go/cloudcfg get
2014/06/13 10:38:02 usage: cloudcfg [OPTIONS] get|list|create|update|delete <url>
$ ./output/go/cloudcfg resize
2014/06/13 10:38:04 usage: cloudcfg resize <controller> <replicas>
$ ./output/go/cloudcfg run
2014/06/13 10:38:06 usage: cloudcfg [OPTIONS] run <image> <replicas> <controller>
```
"
108	50	drewcsillag	2014-06-13 18:31:45	CONTRIBUTOR	"@lavalamp Basically, what I had in mind, is a shell script that looks something like [this](https://gist.github.com/drewcsillag/1d7f51ec0c17f7237f86)
"
109	50	lavalamp	2014-06-13 18:54:35	MEMBER	"Ah, ok. That's very similar to local-up.sh; the only difference is that everything is packaged into a single go binary. We probably will switch to using individual binaries for this when we start running our components inside docker containers.
"
110	32	brendandburns	2014-06-13 18:55:13	CONTRIBUTOR	"This is now done in https://github.com/GoogleCloudPlatform/kubernetes/pull/80
"
111	76	brendandburns	2014-06-13 19:03:23	CONTRIBUTOR	"Sorry, what is your real name?  I need it to look it up in the CLA signers...

Thanks!
--brendan
"
112	50	drewcsillag	2014-06-13 19:05:06	CONTRIBUTOR	"The script just makes things more obvious how to run things for those who are looking to integrate them into non-GCE environments.
"
113	50	lavalamp	2014-06-13 19:09:37	MEMBER	"That's a good point. I'll look into this some more later.
"
114	98	lavalamp	2014-06-13 19:17:32	MEMBER	"LGTM
"
115	76	gleamglom	2014-06-13 20:19:11	NONE	"@brendandburns Tiffany L
"
116	4	brendandburns	2014-06-13 21:47:32	CONTRIBUTOR	"Handled by #98 for now.  We might re-open later.
"
117	76	brendandburns	2014-06-13 22:48:40	CONTRIBUTOR	"Merged.  Thanks for the contribution.
"
118	105	lavalamp	2014-06-14 00:38:48	MEMBER	"Hm, looks like the integration test flaked out in travis.
"
119	105	jbeda	2014-06-14 14:38:35	CONTRIBUTOR	"Other than the `--allowed` message this LGTM so feel free to merge.
"
120	19	jbeda	2014-06-14 15:48:42	CONTRIBUTOR	"Notes of work in progress:
- I'm starting out by moving our build process into Docker.  A snapshot of a Dockerfile and a Makefile to automate some common stuff is here: https://github.com/jbeda/kubernetes/commit/6c4a6a8fa7794874862cadaf31948bdb9235f51a
- If we say everyone has to build on Linux, this is much easier.  With the boot2docker on a Mac, you essentially have a remote machine that you are talking to through a local TCP pipe.  That means with any `-v local-path:container-path` the `local-path` is really local to the boot2docker VM and not the local workstation.

This leaves us with 2 choices:
1. Build in the boot2docker VM and copy results back out, either through stdout from the docker run or via `boot2docker ssh`
2. Build the final docker images inside the boot2docker VM inside of a docker container.  Yup, this means running docker in docker.  This is supported with `dind` but it gets complicated.  There is a repo (https://github.com/jpetazzo/dind) with support but...
   - There is no license in that repo.  Issue: https://github.com/jpetazzo/dind/issues/21
   - The Docker build process itself uses dind but has a forked script checked in to the Docker repo.  These have diverged and I worry about continued support for the separate dind repo.  Issue to harmonize these: https://github.com/jpetazzo/dind/issues/22

Right now I'm leaning toward copying stuff in and out (option 1).
"
121	108	jbeda	2014-06-14 16:00:05	CONTRIBUTOR	"Note that this relates to #19 as it would (a) make it less painful to copy stuff in and out of a boot2docker VM during build and (b) would make the resultant container images smaller as they'd all share a base with the single binary.
"
122	108	brendandburns	2014-06-14 16:25:20	CONTRIBUTOR	"SGTM.

Brendan

On Sat, Jun 14, 2014, 9:00 AM, Joe Beda notifications@github.com wrote:

> Note that this relates to #4
> https://github.com/GoogleCloudPlatform/kubernetes/issues/4 as it would
> (a) make it less painful to copy stuff in and out of a boot2docker VM
> during build and (b) would make the resultant container images smaller as
> they'd all share a base with the single binary.
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/GoogleCloudPlatform/kubernetes/issues/108#issuecomment-46091743
> .
"
123	103	jbeda	2014-06-14 16:32:08	CONTRIBUTOR	"I actually think that this is by design.  The contract for the replication controller is that it drives to a number of replicas.  If you remove the controller, the things that it controls shouldn't necessarily be removed.

I could see us having a mode for a clean delete.  On implication of this is the DELETE of the controller is now an async operation that returns an HTTP `202 accepted` with some way to track the process of the DELETE.
"
